taxi_id,trajectory_id,timestamp,source_point,target_point,date_depart
20000343,1388535507620000343,2014-01-01 00:18:27,POINT(-8.615556 41.140863),POINT(-8.673714 41.149647),2014-01-01 00:18:27
20000226,1388535163620000226,2014-01-01 00:12:43,POINT(-8.628318 41.157855),POINT(-8.604297 41.160735),2014-01-01 00:12:43
20000549,1388535956620000549,2014-01-01 00:25:56,POINT(-8.619795 41.147964),POINT(-8.662464 41.150052),2014-01-01 00:25:56
20000363,1388535698620000363,2014-01-01 00:21:38,POINT(-8.582616 41.180607),POINT(-8.570475 41.160402),2014-01-01 00:21:38
20000619,1388535456620000619,2014-01-01 00:17:36,POINT(-8.591238 41.162661),POINT(-8.609535 41.14953),2014-01-01 00:17:36
20000199,1388536356620000199,2014-01-01 00:32:36,POINT(-8.617581 41.146182),POINT(-8.616402 41.142645),2014-01-01 00:32:36
20000570,1388535886620000570,2014-01-01 00:24:46,POINT(-8.610075 41.140854),POINT(-8.606988 41.150241),2014-01-01 00:24:46
20000516,1388535209620000516,2014-01-01 00:13:29,POINT(-8.61723 41.147235),POINT(-8.632845 41.159682),2014-01-01 00:13:29
20000688,1388536406620000688,2014-01-01 00:33:26,POINT(-8.608392 41.165496),POINT(-8.601777 41.148873),2014-01-01 00:33:26
20000020,1388535511620000020,2014-01-01 00:18:31,POINT(-8.604855 41.16123),POINT(-8.672535 41.195313),2014-01-01 00:18:31
20000196,1388536123620000196,2014-01-01 00:28:43,POINT(-8.582436 41.180643),POINT(-8.596818 41.185773),2014-01-01 00:28:43
20000022,1388536172620000022,2014-01-01 00:29:32,POINT(-8.612136 41.17275),POINT(-8.612757 41.153652),2014-01-01 00:29:32
20000023,1388535797620000023,2014-01-01 00:23:17,POINT(-8.586315 41.175081),POINT(-8.610003 41.150898),2014-01-01 00:23:17
20000280,1388535717620000280,2014-01-01 00:21:57,POINT(-8.610039 41.153499),POINT(-8.681364 41.156469),2014-01-01 00:21:57
20000610,1388535904620000610,2014-01-01 00:25:04,POINT(-8.649225 41.154255),POINT(-8.610336 41.153508),2014-01-01 00:25:04
20000364,1388536203620000364,2014-01-01 00:30:03,POINT(-8.609463 41.151267),POINT(-8.602146 41.159736),2014-01-01 00:30:03
20000571,1388535636620000571,2014-01-01 00:20:36,POINT(-8.60796 41.148234),POINT(-8.640756 41.161014),2014-01-01 00:20:36
20000600,1388535999620000600,2014-01-01 00:26:39,POINT(-8.64801 41.170059),POINT(-8.600157 41.123133),2014-01-01 00:26:39
20000014,1388535907620000014,2014-01-01 00:25:07,POINT(-8.615511 41.140647),POINT(-8.667675 41.151618),2014-01-01 00:25:07
20000657,1388535289620000657,2014-01-01 00:14:49,POINT(-8.653761 41.174622),POINT(-8.630172 41.161338),2014-01-01 00:14:49
20000239,1388536091620000239,2014-01-01 00:28:11,POINT(-8.596683 41.106708),POINT(-8.597052 41.106888),2014-01-01 00:28:11
20000687,1388535671620000687,2014-01-01 00:21:11,POINT(-8.604216 41.160987),POINT(-8.669223 41.152716),2014-01-01 00:21:11
20000081,1388536415620000081,2014-01-01 00:33:35,POINT(-8.607222 41.150385),POINT(-8.615691 41.175513),2014-01-01 00:33:35
20000901,1388535320620000901,2014-01-01 00:15:20,POINT(-8.597268 41.187654),POINT(-8.609913 41.152563),2014-01-01 00:15:20
20000201,1388536242620000201,2014-01-01 00:30:42,POINT(-8.627112 41.152041),POINT(-8.615538 41.145426),2014-01-01 00:30:42
20000157,1388535869620000157,2014-01-01 00:24:29,POINT(-8.672076 41.150142),POINT(-8.617293 41.144787),2014-01-01 00:24:29
20000153,1388535784620000153,2014-01-01 00:23:04,POINT(-8.627103 41.166909),POINT(-8.610003 41.156586),2014-01-01 00:23:04
20000285,1388535560620000285,2014-01-01 00:19:20,POINT(-8.616429 41.136984),POINT(-8.658693 41.148252),2014-01-01 00:19:20
20000497,1388536204620000497,2014-01-01 00:30:04,POINT(-8.649225 41.154336),POINT(-8.649702 41.178285),2014-01-01 00:30:04
20000024,1388535963620000024,2014-01-01 00:26:03,POINT(-8.656893 41.153085),POINT(-8.629335 41.160861),2014-01-01 00:26:03
20000021,1388534536620000021,2014-01-01 00:02:16,POINT(-8.57862 41.157135),POINT(-8.57889 41.156982),2014-01-01 00:02:16
20000367,1388535950620000367,2014-01-01 00:25:50,POINT(-8.608248 41.153454),POINT(-8.613396 41.154345),2014-01-01 00:25:50
20000364,1388536977620000364,2014-01-01 00:42:57,POINT(-8.609742 41.150727),POINT(-8.601075 41.159358),2014-01-01 00:42:57
20000005,1388536235620000005,2014-01-01 00:30:35,POINT(-8.616222 41.147127),POINT(-8.644824 41.162391),2014-01-01 00:30:35
20000554,1388537058620000554,2014-01-01 00:44:18,POINT(-8.610777 41.145255),POINT(-8.610831 41.145192),2014-01-01 00:44:18
20000012,1388534997620000012,2014-01-01 00:09:57,POINT(-8.626464 41.167728),POINT(-8.611983 41.150511),2014-01-01 00:09:57
20000472,1388536387620000472,2014-01-01 00:33:07,POINT(-8.628642 41.155902),POINT(-8.680167 41.15511),2014-01-01 00:33:07
20000692,1388536181620000692,2014-01-01 00:29:41,POINT(-8.605494 41.125815),POINT(-8.619156 41.091183),2014-01-01 00:29:41
20000624,1388536507620000624,2014-01-01 00:35:07,POINT(-8.613252 41.154399),POINT(-8.60256 41.155578),2014-01-01 00:35:07
20000482,1388536292620000482,2014-01-01 00:31:32,POINT(-8.570808 41.166063),POINT(-8.694963 41.186844),2014-01-01 00:31:32
20000503,1388535776620000503,2014-01-01 00:22:56,POINT(-8.629425 41.179158),POINT(-8.62254 41.157945),2014-01-01 00:22:56
20000105,1388535763620000105,2014-01-01 00:22:43,POINT(-8.649711 41.154291),POINT(-8.612829 41.161923),2014-01-01 00:22:43
20000101,1388536677620000101,2014-01-01 00:37:57,POINT(-8.617104 41.136957),POINT(-8.637822 41.143347),2014-01-01 00:37:57
20000075,1388535340620000075,2014-01-01 00:15:40,POINT(-8.615619 41.140773),POINT(-8.627742 41.155956),2014-01-01 00:15:40
20000352,1388536011620000352,2014-01-01 00:26:51,POINT(-8.619741 41.148045),POINT(-8.659188 41.154903),2014-01-01 00:26:51
20000513,1388536447620000513,2014-01-01 00:34:07,POINT(-8.609463 41.151204),POINT(-8.640765 41.161347),2014-01-01 00:34:07
20000616,1388536721620000616,2014-01-01 00:38:41,POINT(-8.656839 41.161482),POINT(-8.659413 41.155812),2014-01-01 00:38:41
20000570,1388536830620000570,2014-01-01 00:40:30,POINT(-8.612028 41.153949),POINT(-8.63064 41.154966),2014-01-01 00:40:30
20000216,1388536508620000216,2014-01-01 00:35:08,POINT(-8.663274 41.162751),POINT(-8.663283 41.163048),2014-01-01 00:35:08
20000010,1388536363620000010,2014-01-01 00:32:43,POINT(-8.621064 41.160654),POINT(-8.659341 41.155839),2014-01-01 00:32:43
20000376,1388535755620000376,2014-01-01 00:22:35,POINT(-8.625492 41.168286),POINT(-8.549541 41.213484),2014-01-01 00:22:35
20000589,1388535969620000589,2014-01-01 00:26:09,POINT(-8.619858 41.129541),POINT(-8.600202 41.099724),2014-01-01 00:26:09
20000089,1388536379620000089,2014-01-01 00:32:59,POINT(-8.66286 41.163435),POINT(-8.655165 41.15313),2014-01-01 00:32:59
20000681,1388536081620000681,2014-01-01 00:28:01,POINT(-8.606961 41.150214),POINT(-8.586495 41.17545),2014-01-01 00:28:01
20000611,1388536402620000611,2014-01-01 00:33:22,POINT(-8.606457 41.144562),POINT(-8.615727 41.143968),2014-01-01 00:33:22
20000476,1388536745620000476,2014-01-01 00:39:05,POINT(-8.604162 41.16114),POINT(-8.558982 41.176035),2014-01-01 00:39:05
20000392,1388536914620000392,2014-01-01 00:41:54,POINT(-8.62857 41.157549),POINT(-8.649684 41.168763),2014-01-01 00:41:54
20000362,1388536636620000362,2014-01-01 00:37:16,POINT(-8.569746 41.16609),POINT(-8.531136 41.149881),2014-01-01 00:37:16
20000632,1388535332620000632,2014-01-01 00:15:32,POINT(-8.610903 41.14548),POINT(-8.615907 41.140539),2014-01-01 00:15:32
20000572,1388536465620000572,2014-01-01 00:34:25,POINT(-8.609472 41.151159),POINT(-8.618076 41.164056),2014-01-01 00:34:25
20000252,1388534673620000252,2014-01-01 00:04:33,POINT(-8.588043 41.086206),POINT(-8.638722 40.643937),2014-01-01 00:04:33
20000051,1388536032620000051,2014-01-01 00:27:12,POINT(-8.568504 41.151735),POINT(-8.601642 41.163885),2014-01-01 00:27:12
20000496,1388536877620000496,2014-01-01 00:41:17,POINT(-8.585118 41.163273),POINT(-8.637633 41.167215),2014-01-01 00:41:17
20000486,1388536545620000486,2014-01-01 00:35:45,POINT(-8.649234 41.154345),POINT(-8.630784 41.158278),2014-01-01 00:35:45
20000058,1388536421620000058,2014-01-01 00:33:41,POINT(-8.617635 41.151519),POINT(-8.640837 41.159997),2014-01-01 00:33:41
20000549,1388536761620000549,2014-01-01 00:39:21,POINT(-8.674137 41.153877),POINT(-8.615745 41.145354),2014-01-01 00:39:21
20000648,1388535295620000648,2014-01-01 00:14:55,POINT(-8.595459 41.154993),POINT(-8.626617 41.157504),2014-01-01 00:14:55
20000548,1388537016620000548,2014-01-01 00:43:36,POINT(-8.674056 41.154012),POINT(-8.62632 41.152851),2014-01-01 00:43:36
20000226,1388536738620000226,2014-01-01 00:38:58,POINT(-8.613081 41.166774),POINT(-8.609706 41.140827),2014-01-01 00:38:58
20000057,1388536587620000057,2014-01-01 00:36:27,POINT(-8.583579 41.181156),POINT(-8.670852 41.154768),2014-01-01 00:36:27
20000903,1388536494620000903,2014-01-01 00:34:54,POINT(-8.639667 41.159754),POINT(-8.657325 41.162544),2014-01-01 00:34:54
20000067,1388536043620000067,2014-01-01 00:27:23,POINT(-8.580753 41.159385),POINT(-8.603451 41.146542),2014-01-01 00:27:23
20000074,1388535883620000074,2014-01-01 00:24:43,POINT(-8.617617 41.146263),POINT(-8.630541 41.154768),2014-01-01 00:24:43
20000171,1388536814620000171,2014-01-01 00:40:14,POINT(-8.617896 41.147226),POINT(-8.6112 41.172381),2014-01-01 00:40:14
20000161,1388537127620000161,2014-01-01 00:45:27,POINT(-8.630568 41.154939),POINT(-8.615529 41.140674),2014-01-01 00:45:27
20000621,1388536379620000621,2014-01-01 00:32:59,POINT(-8.61516 41.141403),POINT(-8.597421 41.187591),2014-01-01 00:32:59
20000068,1388536547620000068,2014-01-01 00:35:47,POINT(-8.636517 41.159106),POINT(-8.612082 41.150763),2014-01-01 00:35:47
20000367,1388537160620000367,2014-01-01 00:46:00,POINT(-8.585604 41.148576),POINT(-8.568324 41.153544),2014-01-01 00:46:00
20000166,1388536347620000166,2014-01-01 00:32:27,POINT(-8.609454 41.151168),POINT(-8.62308 41.164209),2014-01-01 00:32:27
20000446,1388536254620000446,2014-01-01 00:30:54,POINT(-8.606124 41.146929),POINT(-8.649792 41.154318),2014-01-01 00:30:54
20000311,1388535937620000311,2014-01-01 00:25:37,POINT(-8.626248 41.159988),POINT(-8.675064 41.154894),2014-01-01 00:25:37
20000031,1388536556620000031,2014-01-01 00:35:56,POINT(-8.650332 41.15385),POINT(-8.617635 41.146281),2014-01-01 00:35:56
20000005,1388537261620000005,2014-01-01 00:47:41,POINT(-8.626311 41.152932),POINT(-8.638641 41.159268),2014-01-01 00:47:41
20000619,1388536821620000619,2014-01-01 00:40:21,POINT(-8.605728 41.148198),POINT(-8.581806 41.173398),2014-01-01 00:40:21
20000129,1388537381620000129,2014-01-01 00:49:41,POINT(-8.606943 41.150448),POINT(-8.605386 41.162103),2014-01-01 00:49:41
20000142,1388537032620000142,2014-01-01 00:43:52,POINT(-8.606934 41.15007),POINT(-8.62101 41.150673),2014-01-01 00:43:52
20000101,1388537410620000101,2014-01-01 00:50:10,POINT(-8.617095 41.13693),POINT(-8.607501 41.145462),2014-01-01 00:50:10
20000403,1388534611620000403,2014-01-01 00:03:31,POINT(-8.599041 41.18283),POINT(-8.68041 41.155443),2014-01-01 00:03:31
20000324,1388536560620000324,2014-01-01 00:36:00,POINT(-8.622171 41.151159),POINT(-8.614017 41.149215),2014-01-01 00:36:00
20000625,1388536784620000625,2014-01-01 00:39:44,POINT(-8.630577 41.154912),POINT(-8.615925 41.145273),2014-01-01 00:39:44
20000173,1388536670620000173,2014-01-01 00:37:50,POINT(-8.582283 41.172417),POINT(-8.619768 41.145858),2014-01-01 00:37:50
20000561,1388536911620000561,2014-01-01 00:41:51,POINT(-8.585667 41.148549),POINT(-8.572689 41.148756),2014-01-01 00:41:51
20000009,1388536356620000009,2014-01-01 00:32:36,POINT(-8.609355 41.151258),POINT(-8.649774 41.154435),2014-01-01 00:32:36
20000140,1388534783620000140,2014-01-01 00:06:23,POINT(-8.612163 41.1444),POINT(-8.598195 41.150628),2014-01-01 00:06:23
20000667,1388536595620000667,2014-01-01 00:36:35,POINT(-8.559153 41.177349),POINT(-8.511561 41.191002),2014-01-01 00:36:35
20000376,1388537510620000376,2014-01-01 00:51:50,POINT(-8.598348 41.152572),POINT(-8.601237 41.159196),2014-01-01 00:51:50
20000424,1388536654620000424,2014-01-01 00:37:34,POINT(-8.650242 41.165064),POINT(-8.608041 41.153472),2014-01-01 00:37:34
20000362,1388537629620000362,2014-01-01 00:53:49,POINT(-8.56926 41.166234),POINT(-8.583021 41.163507),2014-01-01 00:53:49
20000901,1388537046620000901,2014-01-01 00:44:06,POINT(-8.613243 41.154399),POINT(-8.647128 41.164182),2014-01-01 00:44:06
20000184,1388537474620000184,2014-01-01 00:51:14,POINT(-8.649477 41.154174),POINT(-8.661906 41.169564),2014-01-01 00:51:14
20000235,1388536071620000235,2014-01-01 00:27:51,POINT(-8.613666 41.180787),POINT(-8.61201 41.153634),2014-01-01 00:27:51
20000254,1388536690620000254,2014-01-01 00:38:10,POINT(-8.606349 41.144562),POINT(-8.564301 41.140854),2014-01-01 00:38:10
20000217,1388535506620000217,2014-01-01 00:18:26,POINT(-8.608833 41.147847),POINT(-8.683407 41.158908),2014-01-01 00:18:26
20000075,1388537414620000075,2014-01-01 00:50:14,POINT(-8.628354 41.157486),POINT(-8.628471 41.157207),2014-01-01 00:50:14
20000081,1388537042620000081,2014-01-01 00:44:02,POINT(-8.613117 41.173614),POINT(-8.608545 41.151078),2014-01-01 00:44:02
20000388,1388537386620000388,2014-01-01 00:49:46,POINT(-8.649477 41.154282),POINT(-8.617698 41.14656),2014-01-01 00:49:46
20000473,1388536642620000473,2014-01-01 00:37:22,POINT(-8.600247 41.182722),POINT(-8.640333 41.202909),2014-01-01 00:37:22
20000261,1388536671620000261,2014-01-01 00:37:51,POINT(-8.611074 41.140629),POINT(-8.636157 41.159115),2014-01-01 00:37:51
20000610,1388536967620000610,2014-01-01 00:42:47,POINT(-8.635716 41.158872),POINT(-8.610462 41.153445),2014-01-01 00:42:47
20000199,1388536823620000199,2014-01-01 00:40:23,POINT(-8.616393 41.142645),POINT(-8.641098 41.159682),2014-01-01 00:40:23
20000675,1388535793620000675,2014-01-01 00:23:13,POINT(-8.610363 41.153634),POINT(-8.68122 41.156469),2014-01-01 00:23:13
20000624,1388537353620000624,2014-01-01 00:49:13,POINT(-8.60418 41.161185),POINT(-8.620209 41.163831),2014-01-01 00:49:13
20000618,1388536501620000618,2014-01-01 00:35:01,POINT(-8.663337 41.162733),POINT(-8.681436 41.156532),2014-01-01 00:35:01
20000341,1388536500620000341,2014-01-01 00:35:00,POINT(-8.648541 41.165235),POINT(-8.615952 41.145255),2014-01-01 00:35:00
20000285,1388537129620000285,2014-01-01 00:45:29,POINT(-8.674056 41.153886),POINT(-8.62128 41.143374),2014-01-01 00:45:29
20000570,1388537472620000570,2014-01-01 00:51:12,POINT(-8.630568 41.154867),POINT(-8.613378 41.141385),2014-01-01 00:51:12
20000600,1388536989620000600,2014-01-01 00:43:09,POINT(-8.604459 41.145111),POINT(-8.590761 41.156289),2014-01-01 00:43:09
20000157,1388537051620000157,2014-01-01 00:44:11,POINT(-8.615574 41.140674),POINT(-8.649567 41.154336),2014-01-01 00:44:11
20000668,1388535337620000668,2014-01-01 00:15:37,POINT(-8.568891 41.169645),POINT(-8.681049 41.156208),2014-01-01 00:15:37
20000548,1388537697620000548,2014-01-01 00:54:57,POINT(-8.631279 41.152662),POINT(-8.657793 41.153994),2014-01-01 00:54:57
20000109,1388534782620000109,2014-01-01 00:06:22,POINT(-8.610777 41.145543),POINT(-8.6814 41.156622),2014-01-01 00:06:22
20000167,1388536510620000167,2014-01-01 00:35:10,POINT(-8.663391 41.162724),POINT(-8.701074 41.195403),2014-01-01 00:35:10
20000671,1388534621620000671,2014-01-01 00:03:41,POINT(-8.585658 41.148639),POINT(-8.654787 40.957686),2014-01-01 00:03:41
20000067,1388537759620000067,2014-01-01 00:55:59,POINT(-8.609472 41.151294),POINT(-8.612172 41.172822),2014-01-01 00:55:59
20000640,1388535801620000640,2014-01-01 00:23:21,POINT(-8.614395 41.148531),POINT(-8.641053 41.160096),2014-01-01 00:23:21
20000601,1388536128620000601,2014-01-01 00:28:48,POINT(-8.614278 41.186106),POINT(-8.61795 41.097384),2014-01-01 00:28:48
20000483,1388535855620000483,2014-01-01 00:24:15,POINT(-8.604252 41.161104),POINT(-8.604288 41.146398),2014-01-01 00:24:15
20000423,1388536173620000423,2014-01-01 00:29:33,POINT(-8.613216 41.154291),POINT(-8.585928 41.178366),2014-01-01 00:29:33
20000658,1388535609620000658,2014-01-01 00:20:09,POINT(-8.607177 41.150043),POINT(-8.607699 41.148927),2014-01-01 00:20:09
20000574,1388535947620000574,2014-01-01 00:25:47,POINT(-8.649261 41.154273),POINT(-8.640891 41.16096),2014-01-01 00:25:47
20000020,1388536892620000020,2014-01-01 00:41:32,POINT(-8.654724 41.17356),POINT(-8.677215 41.150943),2014-01-01 00:41:32
20000008,1388536422620000008,2014-01-01 00:33:42,POINT(-8.591364 41.162769),POINT(-8.603442 41.146524),2014-01-01 00:33:42
20000496,1388537661620000496,2014-01-01 00:54:21,POINT(-8.638083 41.170653),POINT(-8.620506 41.165037),2014-01-01 00:54:21
20000619,1388537884620000619,2014-01-01 00:58:04,POINT(-8.582832 41.180778),POINT(-8.598384 41.165397),2014-01-01 00:58:04
20000080,1388537412620000080,2014-01-01 00:50:12,POINT(-8.64072 41.160906),POINT(-8.640747 41.160915),2014-01-01 00:50:12
20000492,1388536542620000492,2014-01-01 00:35:42,POINT(-8.606502 41.144679),POINT(-8.567136 41.056614),2014-01-01 00:35:42
20000280,1388536966620000280,2014-01-01 00:42:46,POINT(-8.674083 41.153967),POINT(-8.617734 41.146722),2014-01-01 00:42:46
20000604,1388537135620000604,2014-01-01 00:45:35,POINT(-8.646534 41.159313),POINT(-8.681544 41.156505),2014-01-01 00:45:35
20000108,1388537465620000108,2014-01-01 00:51:05,POINT(-8.612028 41.14827),POINT(-8.649243 41.154363),2014-01-01 00:51:05
20000486,1388537664620000486,2014-01-01 00:54:24,POINT(-8.630784 41.158278),POINT(-8.664804 41.154849),2014-01-01 00:54:24
20000616,1388537466620000616,2014-01-01 00:51:06,POINT(-8.659494 41.167701),POINT(-8.581518 41.181345),2014-01-01 00:51:06
20000046,1388535816620000046,2014-01-01 00:23:36,POINT(-8.655192 41.162319),POINT(-8.607672 41.148981),2014-01-01 00:23:36
20000023,1388536942620000023,2014-01-01 00:42:22,POINT(-8.609571 41.151294),POINT(-8.60247 41.155668),2014-01-01 00:42:22
20000303,1388536715620000303,2014-01-01 00:38:35,POINT(-8.616915 41.144859),POINT(-8.627445 41.155596),2014-01-01 00:38:35
20000617,1388536264620000617,2014-01-01 00:31:04,POINT(-8.654805 41.173524),POINT(-8.610129 41.152005),2014-01-01 00:31:04
